Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Garage Area,Yr Sold,SalePrice
8769,9,5,2008,2008,1702,1702,0,1702,1,1,1,1,7,1052,2008,367294
12304,7,5,2005,2005,1367,1367,0,1367,2,0,2,1,6,484,2008,192000
12677,8,5,2003,2004,1518,1518,0,1518,1,1,1,1,6,588,2008,274000
8849,9,5,2005,2005,1684,1684,0,1684,2,0,2,1,6,564,2008,266000
8232,9,5,2007,2008,1800,1800,0,1800,2,0,2,1,6,944,2008,370967
6240,8,5,2006,2007,1342,1342,0,1342,2,0,2,1,6,550,2008,234250
6240,8,5,2006,2007,1342,1342,0,1342,2,0,2,1,6,550,2008,219500
2448,7,5,2003,2004,764,764,862,1626,2,1,2,1,6,474,2008,155000
2448,7,5,2003,2004,764,764,862,1626,2,1,2,1,6,474,2008,154000
8198,7,5,2004,2004,1358,1358,0,1358,2,0,2,1,6,484,2008,207000
3940,7,5,2003,2003,1415,1455,0,1455,2,0,2,1,6,644,2008,195000
3940,7,5,2004,2004,1393,1576,0,1576,2,0,2,1,7,668,2008,219990
3182,7,5,2005,2006,1346,1504,0,1504,2,0,2,1,7,437,2008,191000
3182,7,5,2007,2007,1266,1266,0,1266,2,0,2,1,6,388,2008,159895
3710,7,5,2007,2008,1146,1246,0,1246,2,0,2,1,5,428,2008,187687
9024,6,5,2004,2004,789,813,702,1515,2,1,3,1,8,393,2008,179000
7415,6,5,2004,2004,839,864,729,1593,2,1,3,1,8,398,2008,193000
9587,7,5,2005,2005,856,1166,0,1166,2,0,2,1,5,400,2008,190000
8029,6,5,2005,2005,728,728,728,1456,2,1,3,1,8,400,2008,176000
8010,7,5,2002,2003,840,840,880,1720,2,1,3,1,7,400,2008,188000
8396,7,5,2003,2003,847,847,1139,1986,2,1,4,1,9,434,2008,213000
7301,7,6,2007,2008,1350,1358,0,1358,2,0,2,1,6,484,2008,217300
10261,6,5,2000,2000,936,962,830,1792,2,1,3,1,8,451,2008,186500
8220,7,5,2000,2001,982,1008,884,1892,2,1,3,1,8,431,2008,226750
15384,7,5,2004,2005,788,788,702,1490,2,1,3,1,8,388,2008,184000
7750,7,5,2002,2002,707,707,707,1414,2,1,3,1,6,403,2008,176000
12460,7,5,1999,2000,1037,1037,1285,2322,2,1,4,1,8,400,2008,225000
8390,7,5,1999,1999,831,873,778,1651,2,1,3,1,7,450,2008,185900
9660,8,5,1997,1997,1173,1182,1017,2199,2,1,3,1,9,516,2008,284500
9200,8,5,1998,1998,1470,1470,1160,2630,2,1,4,1,8,696,2008,315000
14260,8,5,2000,2000,1145,1145,1053,2198,2,1,4,1,9,836,2008,250000
11000,9,5,2000,2000,1519,1533,639,2172,2,1,4,1,8,687,2008,291000
11675,8,5,1998,1998,1982,2006,0,2006,2,0,2,1,5,938,2008,350000
10990,7,5,1996,1997,1064,1064,1061,2125,2,1,4,1,12,576,2008,279500
11929,8,7,1995,1995,1242,1251,1250,2501,2,1,4,1,9,751,2008,290000
10437,8,6,1995,1995,2109,2113,0,2113,2,1,2,1,7,839,2008,350000
10542,7,5,1993,1994,1311,1325,1093,2418,2,1,3,1,9,983,2008,341000
10010,7,5,1993,1994,1080,1108,1089,2197,2,1,4,1,9,783,2008,287500
10944,7,5,1994,1994,1223,1223,904,2127,2,1,3,1,5,525,2008,271000
14303,8,5,1994,1994,1986,1987,0,1987,2,0,2,1,7,691,2008,301500
11932,8,5,2007,2008,1580,1580,0,1580,2,0,3,1,7,830,2008,235128
14598,6,5,2007,2007,894,894,1039,1933,2,1,4,1,9,668,2008,214000
11957,8,5,2006,2006,1574,1574,0,1574,2,0,3,1,7,824,2008,232000
13253,7,5,2006,2006,1578,1578,0,1578,2,0,3,1,7,642,2008,240000
14587,9,5,2008,2008,1498,1506,0,1506,2,0,2,1,6,592,2008,264132
10206,8,5,2007,2007,1563,1563,0,1563,2,0,3,1,6,758,2008,245000
12274,7,5,2008,2008,1417,1428,0,1428,2,0,3,1,6,554,2008,227680
9801,8,5,2007,2007,1341,1341,520,1861,3,0,3,1,7,851,2008,257000
9428,8,5,2007,2008,955,955,919,1874,2,1,3,1,8,880,2008,297900
10037,8,5,2006,2007,1460,1460,0,1460,2,0,3,1,6,480,2008,247000
8640,8,5,2007,2008,1363,1372,0,1372,2,0,3,1,6,588,2008,212700
8640,7,5,2007,2008,1372,1372,0,1372,2,0,3,1,6,529,2008,250580
11639,7,5,2007,2008,1428,1428,0,1428,2,0,3,1,6,480,2008,182000
9803,7,5,2005,2005,866,866,902,1768,2,1,3,1,7,603,2008,226700
9375,8,5,2003,2004,1053,1053,939,1992,2,1,3,1,9,648,2008,250000
10625,7,5,2005,2005,1026,1026,932,1958,2,1,3,1,9,936,2008,250000
10800,8,5,2007,2008,1034,1050,1028,2078,2,1,3,1,8,836,2008,339750
8125,7,6,2007,2007,813,822,843,1665,2,1,3,1,7,562,2008,205950
10625,8,5,2007,2007,1660,1660,0,1660,2,0,3,1,7,660,2008,256000
7500,7,5,2007,2008,1218,1218,0,1218,2,0,2,1,6,462,2008,230348
8791,6,5,2003,2003,864,864,864,1728,2,1,3,1,7,673,2008,207500
7500,7,5,2004,2005,1080,1080,0,1080,1,0,3,1,6,0,2008,141000
10110,6,5,2003,2003,835,835,861,1696,2,1,3,1,7,542,2008,188000
12774,7,5,2003,2004,835,835,828,1663,2,1,3,1,8,478,2008,192500
13072,6,5,2005,2006,1175,1175,0,1175,1,0,3,1,6,0,2008,146000
13695,5,5,2004,2004,1114,1114,0,1114,1,1,3,1,6,576,2008,159000
13695,6,5,2003,2004,1114,1114,0,1114,1,0,3,1,6,576,2008,155000
8366,6,5,2004,2004,798,798,842,1640,2,1,3,1,6,520,2008,173000
9260,7,5,2007,2007,1162,1162,0,1162,2,0,3,1,6,483,2008,170000
8453,6,5,1995,1995,754,754,855,1609,2,1,3,1,6,525,2008,182000
8480,6,5,1993,1994,886,886,794,1680,2,1,3,1,7,474,2008,163000
8125,6,5,1994,1998,1408,1679,0,1679,2,0,3,1,7,575,2008,193500
14565,7,5,1994,1995,832,832,825,1657,2,1,3,1,6,483,2008,189000
8450,6,5,2001,2001,827,827,850,1677,2,1,3,1,7,627,2008,190500
8285,7,5,1992,1992,836,844,893,1737,2,1,3,1,7,506,2008,175000
7153,6,5,1991,1991,1278,1294,0,1294,2,0,3,1,6,496,2008,179200
9291,6,5,1993,1993,832,832,878,1710,2,1,3,1,7,506,2008,187000
8012,6,5,1993,1994,1604,1617,0,1617,2,0,2,1,5,533,2008,193000
7892,6,5,1993,1993,1199,1199,0,1199,2,0,2,1,5,530,2008,153900
9100,5,5,1963,1963,984,984,0,984,1,0,3,1,5,384,2008,128000
12968,5,6,1962,1962,912,912,0,912,1,0,2,1,4,352,2008,144000
8100,5,8,1961,2007,864,864,0,864,1,0,3,1,5,420,2008,135000
8450,5,5,1968,1968,890,890,0,890,1,0,3,1,5,308,2008,115000
6360,5,5,1963,1963,864,864,0,864,1,0,3,1,5,276,2008,119916
6768,6,8,1961,1996,912,912,0,912,1,0,3,1,5,288,2008,142000
19508,6,5,1974,1974,1430,1430,0,1430,2,0,3,1,6,484,2008,192000
10759,5,4,1972,1972,1001,1001,640,1641,2,0,4,1,5,490,2008,140000
9205,6,5,1990,1991,930,1364,1319,2683,2,1,4,1,9,473,2008,290000
11025,9,5,1993,1994,1848,1827,959,2786,2,1,4,1,10,636,2008,372500
4282,7,5,2004,2004,1391,1391,0,1391,2,0,2,1,5,530,2008,196000
4017,7,5,2006,2007,625,625,625,1250,2,1,2,1,5,625,2008,171900
3435,7,5,2004,2005,1235,1245,0,1245,2,0,1,1,5,495,2008,178000
3180,6,5,2005,2005,600,600,600,1200,2,1,2,1,5,480,2008,165000
3180,7,5,2007,2007,689,703,689,1392,2,0,2,1,5,540,2008,146000
3604,7,5,2007,2007,689,703,689,1392,2,0,2,1,5,540,2008,146000
2280,7,5,1999,1999,744,757,744,1501,2,1,3,1,6,440,2008,179400
2280,6,5,1999,1999,744,757,792,1549,2,1,3,1,6,440,2008,172900
4765,9,5,2000,2000,1614,1638,0,1638,2,0,2,1,5,495,2008,300000
4538,9,5,2001,2001,1310,1310,0,1310,1,1,1,1,5,545,2008,285000
4385,9,5,2001,2001,1419,1419,0,1419,1,1,2,1,5,588,2008,290000
4109,9,5,1999,2000,1557,1557,0,1557,2,0,2,1,5,484,2008,305000
5119,9,5,1999,2000,1698,1709,0,1709,2,0,2,1,5,506,2008,328900
2160,7,5,1999,2000,600,624,628,1252,2,1,2,1,4,462,2008,160000
2160,7,5,1999,2000,672,684,720,1404,2,1,3,1,5,462,2008,170000
10646,7,5,2001,2001,858,872,917,1789,2,1,3,1,7,546,2008,223000
2645,8,5,1999,1999,960,962,624,1586,2,1,3,1,7,480,2008,170000
2645,8,5,1999,2000,960,962,645,1607,2,1,3,1,7,480,2008,200000
3951,10,5,1998,1999,970,1469,924,2393,2,1,2,1,7,846,2008,345000
14963,8,5,1996,1996,1260,1288,0,1288,1,1,1,1,4,500,2008,245500
11064,8,5,1995,1995,1230,1239,0,1239,1,1,1,1,4,477,2008,217500
10846,8,5,1993,1993,1719,1719,0,1719,1,1,1,1,6,473,2008,324000
11120,6,6,1984,1984,1232,1232,0,1232,2,0,3,1,6,516,2008,162500
24572,9,3,1977,1977,994,1599,1345,2944,2,2,3,1,9,864,2008,150000
16280,8,9,1976,2007,1426,1671,0,1671,3,0,3,1,6,550,2008,290000
7500,7,5,2002,2002,952,952,860,1812,2,1,3,1,7,469,2008,205000
10400,7,6,1970,1970,1304,1682,0,1682,2,0,3,1,7,530,2008,174000
11104,6,6,1969,1969,1427,1427,0,1427,2,0,4,1,7,516,2008,183000
11050,6,5,1968,1968,1740,1740,0,1740,1,1,4,1,8,512,2008,150000
11040,6,7,1971,2004,1258,1258,0,1258,2,0,3,1,5,528,2008,145000
15387,7,7,1967,1967,1620,1620,0,1620,2,0,4,1,8,578,2008,215000
9750,5,6,1965,1965,1625,1625,0,1625,2,0,4,2,8,484,2008,140500
10800,6,7,1974,1997,1522,1548,1066,2614,2,1,4,1,9,624,2008,240000
8814,5,6,1968,1968,732,732,732,1464,1,1,4,1,7,470,2008,141000
8872,5,8,1965,2008,912,912,0,912,1,0,2,1,5,576,2008,147000
8125,5,7,1965,2005,912,925,0,925,1,0,3,1,5,576,2008,135000
11072,5,5,1965,1965,1728,1728,0,1728,2,0,6,2,10,576,2008,145000
13101,5,5,1965,1965,1728,1728,0,1728,2,0,6,2,10,576,2008,142600
9246,5,5,1973,1973,1656,1656,0,1656,2,0,4,2,8,506,2008,135000
13355,7,6,1971,1971,825,845,825,1670,1,1,4,1,7,464,2008,170000
8963,8,9,1976,1996,1142,1175,1540,2715,3,1,4,1,11,831,2008,299800
9120,6,6,1974,1974,901,943,933,1876,2,1,4,1,8,540,2008,185000
9130,6,8,1966,2000,800,800,832,1632,1,1,4,1,7,484,2008,173000
12122,7,9,1961,2007,944,999,0,999,1,0,3,1,6,588,2008,178400
9900,7,5,1968,1968,832,1098,880,1978,2,1,4,1,9,486,2008,176000
7785,5,5,1956,1956,0,1014,0,1014,1,0,2,1,6,267,2008,98000
8593,4,6,1957,1957,907,907,0,907,1,0,3,1,5,352,2008,109008
8475,4,7,1956,1956,952,952,0,952,1,0,2,1,4,283,2008,135750
8700,5,6,1963,1963,1120,1128,0,1128,2,0,3,1,6,525,2008,155000
10175,6,5,1964,1964,1425,1425,0,1425,2,0,3,1,7,576,2008,180500
9020,6,7,1966,1966,1127,1165,0,1165,1,1,3,1,6,490,2008,174900
9200,6,6,1965,1965,1136,1136,0,1136,1,0,3,1,5,384,2008,140000
8250,6,7,1964,1964,1092,1092,0,1092,1,0,3,1,6,504,2008,145000
9350,5,8,1965,1999,1219,1265,0,1265,2,0,3,1,6,502,2008,179900
9020,6,5,1964,1964,1248,1350,0,1350,1,1,3,1,6,520,2008,168500
9900,5,5,1961,1961,1114,1114,0,1114,1,0,3,1,5,451,2008,140000
10007,5,7,1959,2006,1053,1053,0,1053,1,1,3,1,5,312,2008,145500
10721,6,6,1959,1959,1252,1252,0,1252,1,0,3,1,7,528,2008,142000
12493,4,5,1960,1960,1100,1100,0,1100,1,0,3,1,6,312,2008,141000
11332,5,7,1960,2000,1118,1118,0,1118,1,0,3,1,6,264,2008,153000
6627,3,6,1949,1950,0,720,0,720,1,0,2,1,4,287,2008,72500
4130,3,6,1935,2003,270,729,0,729,1,0,2,1,5,0,2008,52000
7420,5,6,1939,1950,991,1077,0,1077,1,0,2,2,5,205,2008,118000
4882,4,7,1937,1950,348,453,453,906,1,0,2,1,5,231,2008,87000
9600,5,6,1960,1960,1296,1496,0,1496,2,0,3,1,6,450,2008,141500
9600,6,5,1950,1950,1032,1032,220,1252,1,0,3,1,6,288,2008,119000
9600,5,8,1950,2006,572,1337,0,1337,1,0,3,1,7,264,2008,141500
9600,6,6,1955,1996,992,1661,0,1661,1,0,3,1,8,377,2008,165500
7584,5,5,1953,1953,1036,1036,0,1036,1,0,3,1,5,312,2008,112900
13700,7,6,1965,1988,864,902,918,1820,1,2,4,1,8,492,2008,201800
10197,6,5,1961,1961,1362,1362,0,1362,1,1,3,1,6,504,2008,163000
7875,5,6,1961,1961,1144,1144,0,1144,1,0,3,1,6,456,2008,139950
8400,6,9,1962,2005,1319,1537,0,1537,1,1,3,1,7,462,2008,174000
9150,6,5,1962,1962,1099,1431,0,1431,1,0,3,1,6,296,2008,165000
14670,6,7,1966,1999,1104,1104,884,1988,2,1,4,1,9,480,2008,227000
7390,5,7,1955,1955,1098,1098,0,1098,1,0,3,1,6,260,2008,135000
9204,5,5,1963,1963,1144,1144,0,1144,1,1,3,1,6,336,2008,124000
7763,5,7,1962,1980,931,1283,0,1283,1,0,3,1,6,506,2008,140000
8856,5,4,1957,1957,1176,1176,0,1176,1,0,3,1,6,292,2008,136500
9840,5,7,1959,1998,1248,1440,0,1440,2,0,2,1,7,480,2008,185000
9120,6,6,1958,1958,1261,1261,0,1261,1,0,3,1,6,433,2008,163000
13200,6,6,1958,1958,1395,1570,0,1570,1,0,3,1,5,441,2008,166800
9000,6,5,1956,1956,1196,1196,0,1196,1,0,2,1,6,297,2008,139000
11900,6,5,1957,1957,1392,1392,0,1392,1,1,3,1,6,458,2008,166000
9464,6,7,1958,1958,1080,1080,0,1080,1,0,3,1,5,288,2008,136000
10425,5,5,1956,1958,1104,1104,0,1104,1,0,3,1,5,384,2008,133000
11556,5,6,1952,1952,720,882,0,882,1,0,2,1,4,240,2008,116000
9373,5,6,1953,1953,1152,1152,0,1152,1,1,3,1,6,636,2008,137500
12774,5,5,1953,1953,984,950,0,950,1,0,2,1,5,400,2008,130000
14250,6,5,1957,1957,998,1790,0,1790,2,0,3,1,6,540,2008,180000
7350,5,7,1951,1951,952,952,0,952,1,0,2,1,4,840,2008,139000
7677,5,5,1953,1953,773,773,0,773,1,0,2,1,4,240,2008,110000
8838,5,3,1957,1982,0,1764,0,1764,2,1,4,1,7,301,2008,100000
8480,5,5,1947,1950,832,832,384,1216,1,0,2,1,6,336,2008,118500
12436,5,5,1957,1957,1824,1824,0,1824,2,0,5,2,9,484,2008,146000
10122,4,6,1948,1950,0,869,0,869,1,0,1,1,3,390,2008,89900
7506,5,8,1925,1950,747,747,412,1159,1,0,3,1,5,288,2008,114000
10930,5,6,1945,1950,913,1048,510,1558,1,1,3,1,6,288,2008,140000
5400,4,7,1940,2005,672,672,0,672,1,0,2,1,4,308,2008,86900
10836,5,5,1922,1950,892,1254,182,1436,1,0,3,1,7,1488,2008,139000
10800,4,7,1900,2000,0,694,600,1294,2,0,3,2,7,0,2008,106250
9247,6,6,1962,1962,858,858,858,1716,1,1,4,1,8,490,2008,171000
10180,5,6,1968,1968,912,1044,0,1044,1,1,3,1,5,372,2008,139000
11355,7,7,1958,2001,1312,1312,0,1312,1,1,3,1,6,495,2008,186000
10920,6,5,1960,1960,1253,1253,0,1253,1,1,2,1,5,352,2008,157000
12929,6,6,1960,1993,1081,1081,0,1081,1,0,3,1,5,401,2008,148000
27650,7,7,1960,2007,585,2069,0,2069,2,0,4,1,9,505,2008,242000
8892,5,7,1953,1996,105,910,0,910,1,0,3,1,5,414,2008,116000
7200,5,7,1951,1951,876,876,0,876,1,0,2,1,5,576,2008,94000
7200,5,5,1950,1950,0,1048,0,1048,1,0,3,1,7,420,2008,98300
7910,5,5,1960,1960,1075,1507,0,1507,2,0,4,1,7,404,2008,127000
8000,5,6,1959,1959,1256,1256,0,1256,1,1,3,1,6,311,2008,159000
8000,5,5,1962,1962,1027,1027,0,1027,1,0,3,1,6,299,2008,125900
7931,5,6,1960,1960,1269,1269,0,1269,1,1,3,1,6,308,2008,155000
8064,6,6,1948,1950,768,819,501,1320,2,0,3,1,5,576,2008,138000
6390,6,7,1954,1954,936,984,0,984,1,0,2,1,4,280,2008,112500
7227,6,6,1954,1954,832,832,0,832,1,0,2,1,4,528,2008,105500
7200,6,5,1954,1954,854,854,424,1278,1,0,4,1,6,240,2008,127500
8513,5,5,1961,1961,1800,1800,0,1800,2,0,6,2,10,0,2008,130000
7200,5,6,1955,1967,768,1024,564,1588,1,1,3,1,6,480,2008,150000
7200,5,7,1954,1954,825,825,0,825,1,0,2,1,4,350,2008,109500
7056,6,5,1963,1963,780,983,813,1796,1,1,4,1,8,483,2008,140000
9760,6,6,1964,1964,780,798,813,1611,1,1,4,1,7,442,2008,167900
7590,5,5,1963,1963,1117,1117,0,1117,1,0,3,1,6,264,2008,136870
9836,6,5,2008,2008,192,1133,0,1133,1,0,3,1,7,308,2008,143000
5232,5,5,1925,2004,680,764,0,764,1,0,2,1,4,504,2008,73000
10440,5,8,1904,2002,650,958,581,1539,2,0,3,1,8,686,2008,157500
9184,5,7,1948,2005,780,948,375,1323,1,0,3,1,6,400,2008,122600
4800,5,5,1910,2003,680,680,680,1360,1,0,2,1,6,330,2008,111000
10440,6,7,1920,1950,1510,1584,1208,2792,2,0,5,1,8,520,2008,256000
4800,5,4,1940,1950,672,672,0,672,1,0,2,1,4,256,2008,64000
6000,6,7,1915,2005,728,728,728,1456,1,1,4,1,7,308,2008,139500
11426,4,6,1910,1996,828,828,658,1594,2,0,3,2,9,0,2008,118000
11426,7,5,2003,2003,1362,1362,720,2082,2,1,3,1,6,484,2008,200000
7628,4,6,1940,1985,801,1095,561,1656,2,0,2,1,8,440,2008,119164
7308,5,5,1920,1950,936,960,780,1740,1,0,2,1,6,225,2008,122250
5400,7,6,1920,2006,931,1027,0,1027,1,0,2,1,5,0,2008,120000
10800,6,6,1940,1950,884,884,552,1436,2,0,3,2,8,828,2008,155000
6756,5,6,1910,1950,481,899,0,899,1,0,2,1,5,200,2008,78000
5914,5,9,1890,1996,684,684,396,1080,1,0,3,1,5,0,2008,95000
6000,5,5,1948,1950,789,789,0,789,1,0,2,1,5,250,2008,115000
12000,5,7,1948,2005,924,1122,0,1122,1,0,2,1,6,528,2008,147000
9000,5,6,1946,1950,904,904,595,1499,1,0,3,1,5,869,2008,140000
7311,2,5,1946,1950,407,407,0,407,1,0,1,1,3,297,2008,46500
6000,5,6,1957,1957,928,928,0,928,1,0,3,1,5,288,2008,112500
6000,4,7,1954,2000,901,901,0,901,1,0,2,1,4,281,2008,107900
12205,3,1,1949,1992,448,1588,0,1588,2,0,5,1,6,0,2008,65000
18386,7,9,1880,2002,1470,1675,1818,3493,3,0,3,1,10,870,2008,295000
9142,5,5,1900,2006,797,830,797,1627,2,0,4,2,10,420,2008,139500
12665,5,8,1915,1950,876,876,540,1416,1,1,4,1,7,720,2008,153900
5350,7,8,1920,1965,624,730,720,1450,1,0,3,1,7,288,2008,132000
4571,5,5,1916,1950,624,624,720,1344,1,0,4,1,7,513,2008,98000
9143,5,7,1900,2003,346,709,308,1017,1,0,2,1,5,308,2008,114000
9600,5,5,1920,1960,973,1377,973,2350,2,0,4,2,10,393,2008,130000
9600,6,5,1917,1950,735,1134,924,2058,1,1,3,1,8,396,2008,129500
6000,5,9,1905,2005,572,884,656,1540,1,1,3,1,7,0,2008,129400
9600,7,9,1928,2005,689,689,689,1378,2,0,3,1,7,360,2008,161000
10800,6,7,1905,2000,482,1221,691,1912,2,0,3,2,7,672,2008,163000
6300,6,6,1914,2001,742,742,742,1484,2,0,3,1,9,0,2008,128000
5250,8,5,1872,1987,684,938,1215,2358,2,0,4,1,8,0,2008,122000
5700,7,7,1926,1950,572,572,539,1111,1,0,2,1,5,288,2008,116900
13500,10,9,1893,2000,1237,1521,1254,2775,3,1,3,1,9,880,2008,325000
11340,2,1,1920,1950,723,723,363,1086,1,0,2,1,5,400,2008,55000
10800,7,7,1890,1999,1313,1313,1182,2495,2,0,5,1,10,342,2008,184000
9750,5,6,1959,1959,984,984,0,984,1,0,2,1,5,308,2008,110000
12150,5,5,1954,1954,1050,1050,745,1795,2,0,4,1,7,352,2008,131500
12702,5,5,1956,1956,0,882,0,882,1,0,2,1,4,308,2008,97000
8516,4,6,1958,2006,869,1093,0,1093,1,0,2,1,5,308,2008,115500
7111,5,7,1928,1983,1008,1143,0,1143,1,0,2,1,5,288,2008,138000
7425,7,7,1945,1950,672,1195,473,1668,1,1,3,1,8,252,2008,108000
9100,5,6,1930,1960,742,779,0,935,1,0,2,1,4,308,2008,79500
7010,5,5,1935,1950,1024,1144,594,1738,2,0,3,1,6,240,2008,153000
6130,5,6,1924,1950,784,784,0,784,1,0,2,1,5,0,2008,109500
5000,5,7,1941,2006,672,832,378,1210,1,0,3,1,6,240,2008,124000
5870,6,9,1900,2000,554,736,554,1290,1,1,3,1,6,200,2008,106900
6000,6,7,1940,1989,981,1014,658,1672,1,1,3,1,6,240,2008,164900
6000,5,7,1924,2003,949,949,0,949,1,0,2,1,5,370,2008,119000
6000,6,7,1929,1950,862,950,208,1158,1,0,3,1,5,208,2008,120000
6000,6,7,1937,2000,825,825,672,1497,2,0,3,1,5,672,2008,157000
6000,6,5,1939,1950,739,874,468,1342,2,0,2,2,7,240,2008,105000
5000,6,7,1926,1950,992,1013,0,1013,1,0,3,1,6,160,2008,113000
5520,5,7,1920,1997,565,565,651,1216,1,0,3,1,6,355,2008,115000
6240,4,7,1929,1950,704,624,512,1136,1,0,2,1,6,336,2008,123000
6120,5,6,1945,1995,0,808,0,808,1,0,1,1,6,164,2008,81300
6240,5,7,1930,1992,1078,1128,445,1573,2,0,3,1,8,360,2008,162900
6240,7,5,1939,1950,989,1245,764,2009,2,0,4,1,7,400,2008,150000
6120,5,5,1923,1950,1100,1226,676,1902,2,0,4,1,7,576,2008,123500
6120,7,5,1931,1950,952,1022,752,1774,2,0,2,2,8,468,2008,129900
6155,6,8,1920,1999,611,751,611,1362,2,0,3,1,6,502,2008,128000
6324,4,6,1927,1950,520,520,0,520,1,0,1,1,4,240,2008,68500
8635,5,5,1948,2001,672,1072,213,1285,1,0,2,1,6,240,2008,127000
13053,6,7,1923,2000,833,1053,795,1848,1,1,4,1,8,370,2008,207000
9120,7,6,1925,1950,1026,1133,687,1820,2,0,4,1,8,240,2008,184000
9144,6,4,1915,2004,810,1170,546,1716,2,0,4,1,8,672,2008,162500
9144,5,5,1940,1982,883,988,517,1505,1,0,3,1,8,240,2008,145000
10267,6,7,1918,2000,816,838,0,838,1,0,2,1,5,275,2008,130000
8094,6,8,1910,1983,1242,1242,742,1984,2,0,5,1,8,360,2008,160000
5100,8,7,1925,1996,588,833,833,1666,1,0,3,1,7,228,2008,161000
4347,6,8,1910,1950,796,825,784,1609,1,0,3,1,7,228,2008,127500
6291,6,6,1930,1950,768,768,0,768,1,0,1,1,4,440,2008,93850
10266,6,6,1952,1952,768,768,768,1536,1,1,4,1,7,308,2008,136000
6876,6,6,1938,1958,1272,1272,0,1969,2,0,4,1,9,400,2008,141000
10320,5,6,1915,1978,880,880,428,1308,2,0,2,1,6,400,2008,120000
7200,6,7,1925,1992,1040,1040,0,1040,1,0,2,1,5,320,2008,127500
7006,6,6,1925,1950,768,788,448,1236,2,0,3,1,6,384,2008,127000
7920,6,7,1920,1950,319,1035,371,1406,1,0,3,1,6,0,2008,89500
8235,5,7,1955,1995,825,825,0,825,1,0,2,1,4,720,2008,125000
5586,6,7,1920,1998,901,1088,110,1198,1,0,4,1,7,0,2008,79900
10320,5,8,1912,1991,451,759,0,759,1,0,1,1,5,576,2008,85000
10320,3,3,1915,1950,536,808,536,1344,2,0,3,2,8,0,2008,82375
10320,6,7,1906,1995,756,756,713,1469,1,0,3,1,7,216,2008,135000
9488,5,6,1947,1993,1046,1054,0,1054,1,0,3,1,6,240,2008,124000
8250,5,5,1968,1968,952,1211,0,1211,1,0,3,1,5,322,2008,134000
21286,5,5,1948,1950,720,720,551,1271,2,0,4,1,7,312,2008,135000
17120,4,4,1959,1959,0,1120,468,1588,2,0,4,1,7,680,2008,134432
10106,5,7,1940,1999,644,808,547,1355,2,0,4,2,6,0,2008,127500
11235,5,6,1963,1963,981,1075,0,1075,1,0,3,1,6,440,2008,148000
11200,5,5,1965,1965,1040,1040,0,1040,1,0,3,1,5,384,2008,129500
13014,6,5,1978,1978,1008,1096,0,1096,1,0,3,1,6,484,2008,157500
7162,5,7,1966,1966,876,904,0,904,1,0,3,1,6,408,2008,109900
10265,5,7,1967,2005,992,992,0,992,1,0,3,1,6,294,2008,145000
9764,5,7,1967,2003,894,894,0,894,1,0,3,1,5,450,2008,130000
7703,6,8,1978,1978,450,1034,0,1034,1,0,3,1,6,504,2008,153000
9981,5,5,1967,1967,1073,1073,0,1073,1,0,3,1,6,270,2008,120000
7400,5,5,1984,1984,1060,1126,0,1126,1,0,2,1,5,506,2008,152000
12900,4,4,1969,1969,1198,1258,0,1258,0,2,0,2,6,400,2008,108959
12900,5,4,1920,1950,1300,1140,0,1140,1,0,3,1,6,400,2008,95541
9000,5,3,1959,1959,1006,1006,0,1006,1,0,3,1,5,0,2008,80000
8544,5,6,1966,2006,1228,1228,0,1228,1,1,3,1,6,271,2008,149350
9239,5,8,1963,2003,960,960,0,960,1,0,3,1,6,300,2008,144900
14175,6,8,1956,1956,988,1188,0,1188,1,0,1,1,4,621,2008,185000
13284,5,5,1954,1954,1383,1383,0,1383,1,0,3,1,6,354,2008,165000
13500,6,7,1960,1975,1602,1252,0,1252,1,0,1,1,4,564,2008,235000
13825,5,6,1958,1987,533,1021,580,1601,1,0,3,1,6,300,2008,140000
10200,5,8,1940,1997,672,672,0,672,1,0,2,1,4,240,2008,108000
10532,5,3,1960,1960,988,1721,0,1721,2,0,3,1,7,626,2008,145000
8375,5,7,1941,1973,576,864,486,1350,1,1,2,1,6,627,2008,152400
10200,5,8,1970,1970,864,904,0,904,1,0,3,1,5,912,2008,144000
2887,6,5,1996,1997,1291,1291,0,1291,1,0,2,1,6,431,2008,173000
10005,7,5,1977,1977,1160,1156,866,2022,2,1,4,1,8,505,2008,192000
20270,7,6,1979,1979,1524,1524,0,1524,2,0,3,1,7,478,2008,245000
39104,7,7,1954,2005,1385,1363,0,1363,1,0,2,1,5,439,2008,241500
53227,4,6,1954,1994,1364,1663,0,1663,1,0,2,1,6,529,2008,256000
11512,6,7,1959,2006,1019,1357,0,1357,1,0,2,1,5,312,2008,177000
5190,7,5,1948,1950,570,617,462,1079,1,0,2,1,5,249,2008,125600
10452,6,5,1953,1953,1094,1094,0,1094,1,0,3,1,5,495,2008,155000
45600,6,8,1908,1997,907,1307,1051,2358,3,0,5,1,10,360,2008,240000
19550,5,7,1940,2007,1580,1518,0,1518,1,0,2,1,5,0,2008,260000
21780,6,7,1918,1950,1163,1163,511,1674,2,0,4,1,8,396,2008,185000
